latitude;longitude;acq_date
-4.267;122.0249;15/10/2016
-4.9345;122.4932;15/10/2016
-4.9935;122.5418;15/10/2016
-4.9907;122.5617;15/10/2016
-4.9929;122.5485;15/10/2016
-4.8889;122.6409;15/10/2016
-5.0469;122.5358;15/10/2016
-2.5855;121.375;15/10/2016
-2.9426;121.4985;15/10/2016
-2.9345;121.4899;15/10/2016
-1.3211;123.1735;15/10/2016
-1.4912;121.905;15/10/2016
-2.8384;120.019;15/10/2016
-3.0687;122.0159;15/10/2016
-4.1172;121.8189;15/10/2016
-4.1117;121.8231;15/10/2016
-1.2468;123.049;15/10/2016
0.4995;123.4671;15/10/2016
-2.5783;121.3705;15/10/2016
-2.577;121.3795;15/10/2016
-2.5794;121.378;15/10/2016
-2.5704;121.3793;15/10/2016
-2.5807;121.3869;15/10/2016
-3.0791;122.03;16/10/2016
-3.0798;122.0237;16/10/2016
-2.9984;120.1939;16/10/2016
-4.542;119.6271;16/10/2016
-4.4795;120.121;16/10/2016
-2.5383;121.0913;16/10/2016
-2.4885;121.0151;16/10/2016
-2.8775;121.0855;16/10/2016
-3.0731;122.0307;16/10/2016
-5.4645;122.6076;17/10/2016
-4.3798;122.356;17/10/2016
-4.651;121.6934;17/10/2016
-4.6529;121.7;17/10/2016
-4.3862;122.3646;17/10/2016
-1.2873;121.8698;17/10/2016
-1.2942;121.8737;17/10/2016
-2.5788;121.3662;17/10/2016
1.4406;125.1267;17/10/2016
-2.5757;121.3806;17/10/2016
0.9686;122.5098;18/10/2016
0.9681;122.5033;18/10/2016
0.6333;122.5976;18/10/2016
0.9707;122.4955;18/10/2016
0.8518;123.4397;18/10/2016
1.4487;125.1355;18/10/2016
-3.7757;122.3024;18/10/2016
-2.5871;121.3764;18/10/2016
-2.9603;121.5758;18/10/2016
-3.7725;122.3137;18/10/2016
-2.5763;121.3777;18/10/2016
-2.5782;121.3913;18/10/2016
-2.8263;122.1622;18/10/2016
-4.7202;121.8161;18/10/2016
-3.5644;122.1089;18/10/2016
-2.91;121.5413;18/10/2016
-4.7215;121.8071;18/10/2016
-2.7717;121.6737;18/10/2016
-4.6652;121.627;18/10/2016
-2.9187;121.7386;18/10/2016
-4.5069;121.699;18/10/2016
-3.9002;121.8275;18/10/2016
-4.8216;120.2091;18/10/2016
-2.8521;121.6296;18/10/2016
-4.4671;121.7892;18/10/2016
-4.7985;121.7235;18/10/2016
-2.9449;121.4908;18/10/2016
-4.1566;119.8397;18/10/2016
-4.7972;121.7326;18/10/2016
-2.954;121.4274;18/10/2016
-4.3865;122.5897;18/10/2016
-4.5014;121.865;18/10/2016
-2.9346;121.4986;18/10/2016
-2.945;121.4261;18/10/2016
-3.0049;121.5896;18/10/2016
-3.2791;122.2412;18/10/2016
-4.7932;121.8243;18/10/2016
-4.6099;121.6284;18/10/2016
-4.4923;121.8637;18/10/2016
-2.9242;121.571;18/10/2016
-4.4082;122.5054;18/10/2016
-4.6588;121.6077;18/10/2016
-2.7121;121.9615;18/10/2016
-4.3192;122.3611;18/10/2016
-5.145;121.9374;18/10/2016
-1.6477;121.6185;18/10/2016
-1.5435;121.8229;18/10/2016
-2.5426;121.408;18/10/2016
-1.4096;121.8007;18/10/2016
-2.5429;121.0898;18/10/2016
-2.9058;120.0929;18/10/2016
-2.584;121.3768;18/10/2016
-2.5853;121.3678;18/10/2016
-1.6463;121.6284;18/10/2016
-2.575;121.3755;18/10/2016
-2.5429;121.0257;18/10/2016
-2.5441;121.0169;18/10/2016
-4.8312;121.7056;19/10/2016
-4.584;122.0056;19/10/2016
-4.5862;121.9895;19/10/2016
0.7384;124.3096;20/10/2016
-2.6976;121.9476;20/10/2016
-3.9291;119.8031;20/10/2016
-5.0259;122.6092;20/10/2016
-2.5872;121.3748;20/10/2016
-4.405;121.6572;20/10/2016
-4.8358;121.9272;20/10/2016
-4.6543;123.018;20/10/2016
-4.6499;122.6673;20/10/2016
-3.2783;120.0859;20/10/2016
-4.148;121.73;20/10/2016
-2.932;121.6757;20/10/2016
-4.409;123.0031;20/10/2016
-5.1328;122.4318;20/10/2016
-2.9501;122.261;20/10/2016
-2.5776;121.3736;20/10/2016
-4.4181;123.0045;20/10/2016
-4.4065;121.6466;20/10/2016
-3.792;121.9599;20/10/2016
-3.3671;122.0492;20/10/2016
-3.7537;122.1188;20/10/2016
-3.7593;122.1263;20/10/2016
-2.9305;121.6857;20/10/2016
-3.7606;122.1163;20/10/2016
-4.8102;122.5659;20/10/2016
-2.994;122.218;20/10/2016
-2.3016;121.7144;20/10/2016
-4.9686;122.9485;20/10/2016
-3.4028;120.2793;20/10/2016
-4.6621;123.0286;20/10/2016
-4.8344;121.9375;20/10/2016
-0.953;122.7861;20/10/2016
-1.5846;121.7158;20/10/2016
-1.5859;121.7066;20/10/2016
-1.5581;121.7015;20/10/2016
-1.6052;121.7531;20/10/2016
-1.3154;123.0821;20/10/2016
-1.3142;123.091;20/10/2016
-1.4786;122.9719;20/10/2016
-1.6066;121.7436;20/10/2016
-1.692;121.7449;20/10/2016
-1.425;121.7943;20/10/2016
-0.8876;122.8528;20/10/2016
-1.4021;123.5071;20/10/2016
-1.2943;123.4851;20/10/2016
-0.8863;122.8617;20/10/2016
-1.27;123.4634;20/10/2016
-1.2619;122.5531;20/10/2016
-1.4264;121.7846;20/10/2016
0.8669;123.4096;20/10/2016
-1.2802;122.4253;20/10/2016
-0.9067;122.789;20/10/2016
-1.5362;121.8549;20/10/2016
-0.908;122.7801;20/10/2016
-1.3872;122.259;20/10/2016
-1.4209;121.8232;20/10/2016
-2.573;121.3817;21/10/2016
-2.9982;120.19;23/10/2016
-3.0094;120.1938;23/10/2016
0.8387;123.5152;24/10/2016
0.9108;123.2095;24/10/2016
0.9128;123.2018;24/10/2016
-3.929;119.7995;29/10/2016
-4.5466;121.9155;29/10/2016
-4.5523;121.9228;29/10/2016
-2.5812;121.3814;29/10/2016
-1.665;121.6462;29/10/2016
-3.5056;122.1344;29/10/2016
-5.0274;122.5525;29/10/2016
-2.5786;121.3715;29/10/2016
-2.5801;121.3824;29/10/2016
-2.5874;121.3726;30/10/2016
-2.5751;121.3731;30/10/2016
-2.5734;121.3668;30/10/2016
-3.0022;120.1895;31/10/2016
-2.7209;122.0046;31/10/2016
-4.676;122.0006;31/10/2016
-1.6304;121.7492;31/10/2016
-1.6315;121.7428;31/10/2016
-1.6329;121.7309;31/10/2016
-2.7008;121.9435;31/10/2016
-1.658;121.8339;31/10/2016
-1.6449;121.834;31/10/2016
-1.6454;121.8274;31/10/2016
-1.8081;121.6959;31/10/2016
0.9476;122.9865;31/10/2016
-2.5798;121.3701;31/10/2016
-2.5785;121.3792;31/10/2016
-2.5777;121.3758;31/10/2016
-2.579;121.3847;31/10/2016
-2.6797;118.8933;01/11/2016
-3.9113;119.6885;01/11/2016
-2.5292;121.5769;01/11/2016
-2.3608;119.5884;01/11/2016
-2.5877;121.3625;02/11/2016
-2.5798;121.3831;02/11/2016
-2.5855;121.3687;02/11/2016
-2.5813;121.3729;02/11/2016
-2.584;121.379;02/11/2016
-2.5738;121.3801;02/11/2016
-2.5828;121.385;02/11/2016
-2.581;121.3733;02/11/2016
1.0419;120.8199;03/11/2016
-4.3341;122.2158;03/11/2016
-4.7752;120.0963;03/11/2016
-4.8033;120.2831;03/11/2016
-4.8046;120.274;03/11/2016
-4.5177;122.901;03/11/2016
-4.3354;122.2066;03/11/2016
-4.3419;122.2132;03/11/2016
-4.4147;122.2906;03/11/2016
0.3189;120.1362;03/11/2016
-2.7679;120.045;03/11/2016
-1.3677;119.3477;03/11/2016
-2.8452;120.0157;03/11/2016
-2.5861;121.3791;03/11/2016
-2.5771;121.3777;03/11/2016
-2.5758;121.3839;04/11/2016
-2.5831;121.3742;04/11/2016
-2.5782;121.3675;04/11/2016
1.539;124.9083;05/11/2016
-3.2773;120.1895;05/11/2016
-3.2972;122.1372;05/11/2016
-2.819;120.0403;05/11/2016
-2.3958;119.7118;05/11/2016
-2.3977;119.6978;05/11/2016
-2.4186;119.7802;05/11/2016
-3.0801;120.1458;05/11/2016
-1.6524;121.8618;05/11/2016
0.5167;121.0205;05/11/2016
-1.4868;121.8658;05/11/2016
-1.4854;121.8753;05/11/2016
-0.8023;123.053;05/11/2016
-1.5744;122.0963;05/11/2016
-1.5731;122.1055;05/11/2016
-2.118;121.3798;05/11/2016
-1.4637;121.047;05/11/2016
-1.6595;121.7452;05/11/2016
-1.1041;121.4643;05/11/2016
-1.6675;121.7558;05/11/2016
-1.7101;121.7238;05/11/2016
-2.5843;121.3775;05/11/2016
-2.5725;121.3753;05/11/2016
-2.5722;121.3692;05/11/2016
-2.5742;121.3829;05/11/2016
-3.9642;122.2566;07/11/2016
-2.5885;121.3713;07/11/2016
-1.8688;119.989;07/11/2016
-2.0144;121.3293;07/11/2016
-4.1661;122.7213;07/11/2016
-1.8648;119.9939;07/11/2016
-4.196;122.6685;07/11/2016
-1.8224;120.1237;07/11/2016
-2.5834;121.3657;07/11/2016
-1.8226;120.1059;07/11/2016
-1.1979;122.5264;07/11/2016
-1.868;119.9709;07/11/2016
-1.8257;120.101;07/11/2016
-3.0016;120.1887;07/11/2016
-1.8721;119.9665;07/11/2016
1.4509;125.1931;09/11/2016
-4.8832;120.1077;09/11/2016
-4.8789;120.0966;09/11/2016
-4.3843;122.5837;09/11/2016
-4.8157;123.0894;09/11/2016
-4.4218;122.9908;09/11/2016
1.0397;120.8227;10/11/2016
-2.5748;121.3777;10/11/2016
-2.587;121.3764;10/11/2016
-2.8944;121.5133;10/11/2016
-4.2452;122.5366;10/11/2016
-4.2516;122.5291;10/11/2016
-2.8983;121.514;10/11/2016
-2.5793;121.3788;10/11/2016
-2.5808;121.3685;10/11/2016
1.4907;124.8561;12/11/2016
1.2395;121.3244;12/11/2016
-2.5803;121.3738;12/11/2016
-2.5818;121.3845;12/11/2016
-3.5513;122.2192;12/11/2016
-2.587;121.3681;12/11/2016
-4.1973;122.2013;12/11/2016
-2.5857;121.3772;12/11/2016
-2.5767;121.3759;12/11/2016
-4.3004;122.6384;12/11/2016
-4.1985;122.1923;12/11/2016
-1.6364;121.8342;12/11/2016
-2.9578;122.2578;13/11/2016
-2.9582;122.2513;13/11/2016
-2.9554;122.2704;13/11/2016
-2.9553;122.2761;13/11/2016
1.5408;124.9005;14/11/2016
1.0379;120.8236;14/11/2016
0.7643;124.6117;14/11/2016
-4.732;121.8382;14/11/2016
-3.8025;122.0947;14/11/2016
-3.8039;122.1037;14/11/2016
-2.573;121.3796;14/11/2016
-3.4453;122.1706;14/11/2016
-2.582;121.3783;14/11/2016
-3.364;122.0544;14/11/2016
-5.2704;122.9115;14/11/2016
-5.1734;123.0267;14/11/2016
-3.8544;122.1676;14/11/2016
-3.8115;122.1014;14/11/2016
-3.814;122.0953;14/11/2016
-3.4454;122.1695;14/11/2016
-2.9562;122.2409;14/11/2016
-3.919;121.7839;14/11/2016
-5.0247;122.6239;14/11/2016
-2.5883;121.3773;14/11/2016
-4.4404;121.6033;14/11/2016
-2.5776;121.3761;14/11/2016
0.8339;122.7388;14/11/2016
-1.4089;121.6264;14/11/2016
-1.3215;122.4588;14/11/2016
-1.2568;123.179;14/11/2016
-2.5765;121.3685;16/11/2016
-2.5842;121.3789;16/11/2016
-2.5752;121.3775;16/11/2016
-1.3152;122.4658;16/11/2016
-2.5855;121.3698;16/11/2016
-1.3123;122.462;16/11/2016
1.04;120.8257;17/11/2016
-2.4858;121.0172;17/11/2016
1.4484;125.1848;18/11/2016
-2.5817;121.3834;18/11/2016
-2.5787;121.3635;18/11/2016
-2.5775;121.3776;18/11/2016
-1.3161;122.4629;18/11/2016
1.0462;120.8189;19/11/2016
0.606;121.8457;19/11/2016
-3.9677;122.5228;19/11/2016
-2.5796;121.3816;19/11/2016
-2.5777;121.3681;19/11/2016
-4.5822;121.8258;19/11/2016
-3.5067;122.1403;19/11/2016
-3.2597;122.1876;19/11/2016
-3.2505;122.1862;19/11/2016
-4.3339;121.9578;19/11/2016
-4.5732;121.8245;19/11/2016
-3.2743;121.7108;19/11/2016
-3.2653;121.7095;19/11/2016
-1.5719;122.0976;19/11/2016
-2.832;122.1625;19/11/2016
1.0441;120.821;19/11/2016
0.7384;124.3093;21/11/2016
-2.5788;121.3815;21/11/2016
-1.3937;121.1511;21/11/2016
-3.0027;120.1936;21/11/2016
-2.5775;121.3723;21/11/2016
-3.9303;119.8007;21/11/2016
-3.7688;122.3035;21/11/2016
-3.1397;122.0621;21/11/2016
-2.7966;122.0868;21/11/2016
-2.8319;122.157;21/11/2016
-2.6853;118.8834;21/11/2016
-3.1304;122.0608;21/11/2016
-4.7473;121.9608;21/11/2016
-3.2834;120.1844;21/11/2016
-3.2765;120.1581;21/11/2016
-3.7674;122.3129;21/11/2016
-0.7957;122.944;21/11/2016
-0.811;122.8369;21/11/2016
0.4872;122.2648;21/11/2016
0.4885;122.2738;21/11/2016
-1.7285;120.7186;21/11/2016
1.203;121.2155;21/11/2016
1.2707;121.4428;21/11/2016
1.0478;121.4831;21/11/2016
1.4528;125.1935;23/11/2016
1.4514;125.2026;23/11/2016
-2.5825;121.3698;23/11/2016
-2.581;121.38;23/11/2016
-3.0003;120.1896;24/11/2016
-3.7935;119.6502;24/11/2016
-2.5873;121.3706;24/11/2016
-2.9441;121.5318;25/11/2016
-2.5773;121.3783;25/11/2016
-2.6006;120.4783;26/11/2016
-2.5989;120.472;26/11/2016
-2.5804;121.3914;26/11/2016
-2.5778;121.3733;26/11/2016
-4.7612;120.3577;26/11/2016
-4.7638;120.3609;26/11/2016
-2.6759;121.2962;26/11/2016
-2.6853;121.2979;26/11/2016
-2.6868;121.288;26/11/2016
-5.4635;122.5987;27/11/2016
-1.3174;122.4614;27/11/2016
-1.3141;122.4653;27/11/2016
0.739;124.3097;28/11/2016
1.4525;125.2;28/11/2016
-3.9622;122.5263;28/11/2016
-5.3106;122.3277;28/11/2016
-4.678;121.7408;28/11/2016
-4.6763;121.729;28/11/2016
-4.0449;121.6678;28/11/2016
-3.7905;122.1601;28/11/2016
-3.7892;122.1691;28/11/2016
-2.9965;120.1889;28/11/2016
-4.1;122.1231;28/11/2016
-4.1094;122.121;28/11/2016
-4.0359;121.6665;28/11/2016
-1.2352;122.9043;28/11/2016
-0.9583;122.7842;28/11/2016
-1.3172;122.4636;28/11/2016
-1.2268;122.9068;28/11/2016
-2.5773;121.3914;28/11/2016
-2.5747;121.3731;28/11/2016
-2.5708;121.3791;28/11/2016
-2.5784;121.3776;29/11/2016
-4.4407;121.6959;30/11/2016
1.2112;121.2503;30/11/2016
-2.5815;121.379;30/11/2016
-1.3096;122.4636;30/11/2016
-2.5845;121.3579;02/12/2016
-2.5815;121.3791;02/12/2016
-1.3125;122.4646;02/12/2016
-1.309;122.4633;02/12/2016
-3.0056;120.1979;04/12/2016
1.468;124.9213;07/12/2016
1.4543;125.1972;07/12/2016
-2.5814;121.3851;07/12/2016
-1.4146;121.155;07/12/2016
-2.5889;121.3791;07/12/2016
-4.9822;120.1851;07/12/2016
-3.7859;122.1526;07/12/2016
-3.7845;122.1623;07/12/2016
-4.4381;121.8209;07/12/2016
-4.5009;122.1627;07/12/2016
-4.5023;122.1528;07/12/2016
-2.5808;121.3677;07/12/2016
-2.5793;121.3779;07/12/2016
-1.3065;121.7927;07/12/2016
-2.5763;121.3725;07/12/2016
-2.5836;121.3723;08/12/2016
-2.58;121.3771;08/12/2016
1.5419;124.9025;09/12/2016
-2.5777;121.3762;09/12/2016
-2.5239;121.0363;09/12/2016
-2.5779;121.3819;09/12/2016
-2.5802;121.3656;09/12/2016
-2.5838;121.389;09/12/2016
-2.586;121.3729;09/12/2016
-2.5267;121.0168;09/12/2016
-2.5779;121.3737;09/12/2016
-2.5764;121.384;09/12/2016
-2.5381;121.0935;10/12/2016
-2.671;121.2704;10/12/2016
-2.5807;121.3749;10/12/2016
-2.6732;121.2797;10/12/2016
-2.5736;121.3793;10/12/2016
-2.5854;121.3817;10/12/2016
-2.6754;121.2643;10/12/2016
-2.588;121.3649;10/12/2016
1.4477;125.1941;11/12/2016
0.7385;124.3138;12/12/2016
-2.5794;121.384;12/12/2016
-1.1227;121.5713;12/12/2016
-2.5787;121.3781;13/12/2016
0.4768;121.7963;14/12/2016
-1.3972;120.1197;14/12/2016
-1.0754;121.5417;14/12/2016
-1.1445;121.4425;14/12/2016
-1.3668;121.3037;14/12/2016
-1.0767;121.5327;14/12/2016
-1.385;121.303;14/12/2016
-1.3838;121.3119;14/12/2016
-1.2976;121.2044;14/12/2016
-2.588;121.3684;15/12/2016
-1.1481;121.2904;16/12/2016
-2.8336;122.1588;16/12/2016
-4.861;120.1168;16/12/2016
-1.2119;121.3913;16/12/2016
-0.8021;123.1201;16/12/2016
-0.952;122.7865;16/12/2016
-2.5784;121.3835;18/12/2016
-2.5757;121.3688;19/12/2016
-2.5791;121.3931;19/12/2016
-1.3537;119.5155;19/12/2016
-3.7547;120.0927;19/12/2016
-2.3157;119.2714;19/12/2016
-2.5982;121.3384;19/12/2016
-2.5419;121.0869;19/12/2016
-1.7307;120.1965;19/12/2016
-1.3959;120.7539;19/12/2016
-2.5705;121.3737;21/12/2016
-2.5724;121.3872;21/12/2016
-2.581;121.3793;21/12/2016
-2.4161;121.8164;21/12/2016
-2.2624;121.3552;21/12/2016
-2.5797;121.3884;21/12/2016
-1.3842;121.3115;21/12/2016
-2.5804;121.3896;22/12/2016
-2.5757;121.3836;22/12/2016
-2.5673;121.392;22/12/2016
-2.1111;121.3602;23/12/2016
0.5179;122.5129;23/12/2016
-2.1252;121.4654;23/12/2016
-0.9503;123.2467;23/12/2016
-1.419;121.7066;23/12/2016
-1.4203;121.6971;23/12/2016
-2.9456;121.5279;24/12/2016
-2.9482;121.5204;24/12/2016
-2.9077;121.1911;24/12/2016
-2.9437;121.55;24/12/2016
-2.9054;121.196;24/12/2016
-2.7727;121.6673;24/12/2016
1.4514;125.1964;25/12/2016
1.5406;124.9053;25/12/2016
1.5398;124.9029;25/12/2016
-0.8709;123.1832;25/12/2016
-2.5854;121.3704;26/12/2016
-2.5829;121.3873;26/12/2016
-2.9119;121.194;26/12/2016
-2.5798;121.3883;27/12/2016
-4.6994;120.3091;27/12/2016
-2.5988;121.6935;28/12/2016
-4.6829;120.2547;01/01/2017
-4.0079;119.6279;01/01/2017
-4.0346;122.0253;01/01/2017
-4.0328;122.0382;01/01/2017
-2.5747;121.3868;03/01/2017
-2.5811;121.3702;03/01/2017
-2.578;121.3913;03/01/2017
-2.5753;121.3764;03/01/2017
-4.5262;122.0707;04/01/2017
-5.3367;122.3021;06/01/2017
-2.5694;121.3719;06/01/2017
-2.5817;121.3804;06/01/2017
-2.567;121.3916;06/01/2017
-3.9922;121.7826;07/01/2017
-3.9877;121.8155;07/01/2017
-3.9899;121.7991;07/01/2017
-2.579;121.3682;07/01/2017
-2.5696;121.3893;07/01/2017
-3.982;121.8091;07/01/2017
-3.9843;121.7927;07/01/2017
-2.5766;121.3846;07/01/2017
-2.5719;121.373;07/01/2017
-2.5839;121.3742;07/01/2017
-2.5817;121.3905;07/01/2017
-3.9828;121.8104;07/01/2017
-1.0194;120.5066;08/01/2017
-1.3536;121.5874;08/01/2017
-4.5263;121.9924;08/01/2017
-0.8829;121.5425;08/01/2017
-0.4003;121.9008;08/01/2017
-1.2282;121.5679;08/01/2017
-0.7657;123.139;08/01/2017
-1.2295;121.5584;08/01/2017
-0.8584;121.6479;08/01/2017
-4.5195;122.0246;08/01/2017
-4.5272;122.019;08/01/2017
-2.5794;121.3794;08/01/2017
-2.5769;121.3963;08/01/2017
-2.6548;121.2969;09/01/2017
0.513;122.2643;10/01/2017
0.3679;123.7914;10/01/2017
-2.5685;121.3885;10/01/2017
-2.5671;121.3793;10/01/2017
-2.5762;121.378;10/01/2017
-1.3166;122.4602;10/01/2017
-2.5776;121.3873;10/01/2017
-2.9499;119.5617;11/01/2017
-4.8302;121.7072;11/01/2017
-4.8198;121.7032;11/01/2017
-5.4675;122.5939;11/01/2017
-2.7641;121.1738;11/01/2017
-2.5377;121.0909;11/01/2017
-2.5402;121.0744;11/01/2017
-2.9024;121.5135;11/01/2017
-2.6811;118.8857;11/01/2017
-2.5855;121.3775;11/01/2017
-4.2534;121.7581;11/01/2017
-2.7552;121.1835;11/01/2017
-2.5737;121.3753;11/01/2017
-2.9146;121.1852;11/01/2017
-2.5553;121.5785;11/01/2017
-2.9144;121.107;11/01/2017
-2.7617;121.1892;11/01/2017
1.0411;120.8254;13/01/2017
-3.9979;122.2288;13/01/2017
-1.0295;120.5099;13/01/2017
-2.6778;118.8902;13/01/2017
-3.9008;120.2489;15/01/2017
-4.0594;121.8507;15/01/2017
-2.8273;122.1576;15/01/2017
-4.5462;120.3231;15/01/2017
-4.4955;121.6879;15/01/2017
-2.5728;121.3821;15/01/2017
-5.2201;119.4407;15/01/2017
-4.1755;122.2784;15/01/2017
-3.8246;122.1575;15/01/2017
-3.8085;120.2516;15/01/2017
-3.8259;122.1486;15/01/2017
-3.817;122.1473;15/01/2017
-4.1767;122.2695;15/01/2017
-1.1622;121.5996;15/01/2017
-1.3882;121.3063;15/01/2017
-2.5722;121.3959;17/01/2017
-2.5707;121.3851;17/01/2017
-2.578;121.3778;19/01/2017
-2.5798;121.3897;19/01/2017
-4.5559;121.611;19/01/2017
-1.3184;122.4571;19/01/2017
-1.3197;122.466;19/01/2017
-2.5838;121.3797;20/01/2017
-2.57;121.3811;20/01/2017
-2.5775;121.386;20/01/2017
-3.819;120.2389;20/01/2017
-3.8988;119.5654;20/01/2017
0.6134;122.5353;21/01/2017
0.6152;122.5398;21/01/2017
-2.5738;121.3852;21/01/2017
-2.5752;121.3749;21/01/2017
-2.5761;121.3911;21/01/2017
-2.5743;121.3793;21/01/2017
-2.5806;121.3937;22/01/2017
-3.0485;122.2668;22/01/2017
-2.5786;121.38;22/01/2017
-5.4589;122.6043;22/01/2017
-5.4632;122.6151;22/01/2017
-5.1405;119.5091;22/01/2017
-1.99;121.336;22/01/2017
-1.3232;122.4614;24/01/2017
-4.4492;121.6747;24/01/2017
-4.4506;121.6843;24/01/2017
-2.835;122.1623;24/01/2017
-3.7915;119.6489;24/01/2017
-3.8303;122.1053;24/01/2017
-2.9484;121.5371;24/01/2017
-2.5824;121.3879;24/01/2017
-1.3894;121.5683;24/01/2017
-1.388;121.5778;24/01/2017
-1.0095;121.5183;24/01/2017
-2.5838;121.3778;24/01/2017
-2.5742;121.3766;24/01/2017
-2.5728;121.3868;24/01/2017
-1.4379;121.7411;24/01/2017
-2.2946;121.7369;24/01/2017
0.5895;122.7252;24/01/2017
-2.5731;121.3767;24/01/2017
-1.3147;122.4617;24/01/2017
-1.2971;121.805;26/01/2017
-3.7625;120.1142;26/01/2017
-2.5782;121.3705;26/01/2017
-2.8362;122.157;26/01/2017
-2.5822;121.3806;26/01/2017
-2.5759;121.3866;26/01/2017
-2.5793;121.38;28/01/2017
-2.5703;121.3788;28/01/2017
-2.5781;121.3891;28/01/2017
1.0437;120.8252;31/01/2017
0.6163;121.7901;31/01/2017
1.0383;120.8182;31/01/2017
-1.3205;122.4613;01/02/2017
-1.4548;123.1925;02/02/2017
-2.5805;121.3706;02/02/2017
-3.8451;120.1955;04/02/2017
-0.9003;123.1666;04/02/2017
-0.9007;123.1582;04/02/2017
-1.1998;123.0649;04/02/2017
-2.5751;121.3865;04/02/2017
-2.5764;121.3774;04/02/2017
-1.3178;122.4554;04/02/2017
-2.571;121.3914;04/02/2017
-1.3187;122.4607;04/02/2017
-2.5696;121.3825;04/02/2017
-3.7608;120.146;05/02/2017
-3.7579;120.1328;05/02/2017
-3.7581;120.127;05/02/2017
-4.4584;122.1246;05/02/2017
-2.9114;121.1479;05/02/2017
-2.6544;121.2442;05/02/2017
-2.6784;118.8913;05/02/2017
-3.0828;119.5435;05/02/2017
-4.6022;121.9235;05/02/2017
-3.7754;120.1363;05/02/2017
-2.9517;121.5042;05/02/2017
-2.9536;121.4913;05/02/2017
-3.7769;120.1261;05/02/2017
-3.7784;120.1159;05/02/2017
-3.7674;120.1246;05/02/2017
-2.5802;121.3848;05/02/2017
-2.5821;121.3719;05/02/2017
-3.7689;120.1144;05/02/2017
-3.7593;120.113;05/02/2017
-2.6131;121.4552;05/02/2017
-2.6112;121.4686;05/02/2017
-4.1248;122.5683;05/02/2017
-4.4533;122.1308;05/02/2017
-4.4464;122.2751;05/02/2017
-1.3216;122.4537;06/02/2017
-2.5753;121.3829;06/02/2017
-2.5768;121.3727;06/02/2017
-1.3203;122.4629;06/02/2017
-1.3176;122.4546;06/02/2017
-1.3192;122.4653;06/02/2017
-2.5794;121.3859;06/02/2017
-2.5691;121.3876;06/02/2017
-3.7581;121.7189;07/02/2017
-2.7447;120.2576;07/02/2017
-2.9647;121.2258;07/02/2017
-3.8114;119.9984;07/02/2017
-3.8127;119.9892;07/02/2017
-3.7765;120.1791;07/02/2017
-2.8825;121.0918;07/02/2017
-2.1385;121.0814;07/02/2017
-3.7521;120.1606;07/02/2017
-3.7201;121.8533;07/02/2017
-3.5305;119.9656;09/02/2017
-4.9361;122.5359;09/02/2017
-2.927;121.2102;09/02/2017
0.9064;122.6744;09/02/2017
1.5384;124.9044;11/02/2017
-2.579;121.3736;11/02/2017
-2.5775;121.3838;11/02/2017
-5.5636;120.035;14/02/2017
-3.9324;119.7971;14/02/2017
-1.3299;122.4492;15/02/2017
-1.3203;122.4518;15/02/2017
-0.8501;123.2172;16/02/2017
-1.2608;121.6032;16/02/2017
-5.466;122.6045;16/02/2017
-3.7943;119.6518;16/02/2017
-1.2313;121.5761;16/02/2017
-1.9395;121.3172;16/02/2017
-1.23;121.585;16/02/2017
-1.2325;121.5672;16/02/2017
-1.7951;120.7155;16/02/2017
-2.1253;120.6666;16/02/2017
-2.124;120.6756;16/02/2017
-2.5713;121.3778;18/02/2017
-2.5816;121.3854;18/02/2017
-2.5802;121.3765;18/02/2017
-2.5726;121.3867;18/02/2017
-4.0269;122.0646;18/02/2017
-3.7786;120.1116;18/02/2017
-4.0207;122.0581;18/02/2017
-3.7809;120.0949;18/02/2017
-5.58;120.411;18/02/2017
-1.3315;122.4456;18/02/2017
-2.5805;121.3821;20/02/2017
-2.5715;121.3808;20/02/2017
-2.5764;121.3874;20/02/2017
-1.3248;122.4513;20/02/2017
-2.5751;121.3784;20/02/2017
-2.5793;121.3908;24/02/2017
-2.5751;121.397;24/02/2017
-2.5708;121.3807;24/02/2017
-1.3279;122.4541;24/02/2017
-2.5758;121.3876;24/02/2017
-2.5781;121.3713;24/02/2017
-1.3297;122.4408;24/02/2017
-1.3196;122.4524;24/02/2017
-2.5722;121.3864;24/02/2017
-2.5769;121.3925;24/02/2017
-2.574;121.3729;24/02/2017
-4.0093;121.7572;25/02/2017
-1.2789;123.3925;25/02/2017
-2.6812;118.8848;25/02/2017
-0.9473;122.7876;27/02/2017
-0.955;122.7848;27/02/2017
-0.9649;122.0903;27/02/2017
-1.3305;122.4439;27/02/2017
-1.3287;122.4561;27/02/2017
-5.5637;120.0788;28/02/2017
1.5383;124.9001;01/03/2017
0.7362;124.3019;03/03/2017
-2.5693;121.3923;03/03/2017
0.0272;120.0693;04/03/2017
-2.4685;121.1264;04/03/2017
-1.1313;121.5481;04/03/2017
-1.2199;121.5766;04/03/2017
-1.121;121.4284;04/03/2017
-1.1403;121.5494;04/03/2017
-1.1416;121.5404;04/03/2017
-1.1326;121.5392;04/03/2017
-1.2716;121.7261;04/03/2017
-0.4547;119.9831;04/03/2017
0.5518;122.4446;04/03/2017
1.0372;120.8186;04/03/2017
-1.2289;121.6693;06/03/2017
0.5274;123.0608;06/03/2017
-1.2276;121.6604;06/03/2017
