latitude;longitude;acq_date
-3.9088;122.4171;08/11/2017
-4.0911;122.5622;08/11/2017
-4.3465;122.258;08/11/2017
-4.4203;123.0333;08/11/2017
-4.6063;121.7224;08/11/2017
-4.6077;121.7122;08/11/2017
-4.5937;121.7417;08/11/2017
-4.5923;121.752;08/11/2017
-4.3117;122.6348;08/11/2017
-5.1259;122.3931;08/11/2017
-5.1246;122.4029;08/11/2017
-4.7343;122.6961;08/11/2017
-1.4687;121.8603;08/11/2017
-1.6777;121.6865;08/11/2017
-1.0074;121.4666;08/11/2017
-2.5821;121.3872;08/11/2017
-1.3555;121.7403;08/11/2017
-1.3569;121.7309;08/11/2017
-1.3985;123.3138;08/11/2017
-1.641;121.8766;08/11/2017
-2.5835;121.3771;08/11/2017
-1.3921;123.2947;08/11/2017
-1.3998;123.3049;08/11/2017
-1.9387;121.1514;08/11/2017
-1.6423;121.867;08/11/2017
-1.4793;121.8522;08/11/2017
-1.373;123.3646;08/11/2017
-5.5316;122.4878;09/11/2017
-2.5394;121.5742;09/11/2017
-2.5865;121.3705;09/11/2017
-2.5767;121.3734;09/11/2017
1.5413;124.9017;10/11/2017
-3.9052;122.4252;10/11/2017
-4.4259;123.015;10/11/2017
-2.5816;121.3824;10/11/2017
-3.9039;122.4162;10/11/2017
-3.2947;122.1282;10/11/2017
-3.7544;122.278;10/11/2017
-4.595;121.7496;10/11/2017
-2.6853;121.8945;10/11/2017
-4.4986;121.7812;10/11/2017
-4.5009;121.7643;10/11/2017
-4.2577;122.7039;10/11/2017
-4.633;123.045;10/11/2017
-4.6349;123.0317;10/11/2017
-4.4332;122.2566;10/11/2017
-2.9209;120.1546;10/11/2017
-2.9239;120.1333;10/11/2017
-0.8757;122.9032;10/11/2017
-0.874;122.9152;10/11/2017
-4.8148;121.6956;11/11/2017
-2.5864;121.3763;11/11/2017
-0.9635;122.7817;12/11/2017
-2.5804;121.3827;12/11/2017
-3.2484;121.6987;12/11/2017
1.0444;120.8198;13/11/2017
-2.5718;121.3849;13/11/2017
-2.5841;121.3837;13/11/2017
-3.2954;121.6814;13/11/2017
-3.2952;121.688;13/11/2017
-3.2327;121.643;13/11/2017
-3.1794;122.4348;13/11/2017
-2.475;120.9618;13/11/2017
-2.5792;121.3767;13/11/2017
-2.5777;121.3871;13/11/2017
-3.2342;121.6326;13/11/2017
-3.7792;122.021;14/11/2017
0.5064;122.2482;15/11/2017
-2.5776;121.3837;15/11/2017
-3.7906;119.6551;15/11/2017
-4.8839;120.0188;15/11/2017
-4.0281;122.0893;15/11/2017
-4.4535;121.8171;15/11/2017
-3.7563;122.3839;15/11/2017
-3.755;122.3928;15/11/2017
-2.9689;119.9035;15/11/2017
-2.5592;120.3278;15/11/2017
-0.7681;119.9204;15/11/2017
1.0356;121.5806;15/11/2017
1.0369;121.5895;15/11/2017
0.5337;123.0583;17/11/2017
-4.6699;121.9916;17/11/2017
-3.7567;120.0783;17/11/2017
-2.5761;121.3805;17/11/2017
-1.4226;122.888;17/11/2017
-1.9886;121.3351;17/11/2017
0.4031;123.2381;17/11/2017
-1.4044;123.0162;17/11/2017
-1.4329;122.9508;17/11/2017
-0.9486;122.7879;17/11/2017
1.04;120.8204;17/11/2017
-2.5767;121.3727;17/11/2017
-2.5748;121.3856;17/11/2017
-2.5725;121.3881;17/11/2017
-2.571;121.3773;17/11/2017
-2.5689;121.3834;17/11/2017
-2.5705;121.3942;17/11/2017
-2.5818;121.3812;19/11/2017
-2.5737;121.3763;19/11/2017
-2.5755;121.3882;19/11/2017
-2.5792;121.3646;19/11/2017
-2.5762;121.3859;19/11/2017
-2.5737;121.3922;22/11/2017
-3.484;118.9412;22/11/2017
-2.3335;119.8535;22/11/2017
-2.4155;121.2135;22/11/2017
-3.0022;120.1966;24/11/2017
-1.3981;120.7531;24/11/2017
-3.0476;122.2699;24/11/2017
-3.0484;122.2647;24/11/2017
-2.8318;122.163;24/11/2017
-1.3953;120.7483;24/11/2017
-2.5742;121.394;24/11/2017
-2.5723;121.3802;24/11/2017
-1.4867;123.3968;26/11/2017
1.025;124.7268;26/11/2017
-2.5806;121.3905;26/11/2017
-2.5791;121.3807;26/11/2017
-2.5697;121.3821;26/11/2017
-4.3216;122.0235;26/11/2017
-2.5714;121.3805;28/11/2017
-2.5758;121.3857;28/11/2017
-2.583;121.3786;28/11/2017
-4.5393;121.8402;28/11/2017
-2.5858;121.3825;28/11/2017
-2.356;119.5876;01/12/2017
-2.5802;121.3796;01/12/2017
-2.5789;121.3886;01/12/2017
1.1743;124.5981;03/12/2017
-0.8455;122.262;03/12/2017
-4.8933;120.1039;04/12/2017
-3.0039;120.1946;04/12/2017
1.4535;125.1999;05/12/2017
1.5055;124.8496;05/12/2017
-4.8467;120.0921;06/12/2017
-4.8454;120.0866;06/12/2017
-2.8662;120.3147;06/12/2017
-3.9373;119.9049;06/12/2017
-1.2277;121.5424;06/12/2017
1.4517;125.1442;08/12/2017
0.7415;124.3115;08/12/2017
-1.205;123.1144;08/12/2017
-2.5818;121.3794;08/12/2017
-2.5762;121.388;08/12/2017
-1.3949;120.7557;08/12/2017
-1.2656;121.625;08/12/2017
-1.3812;121.5616;08/12/2017
-2.571;121.3807;08/12/2017
-2.5792;121.3745;08/12/2017
-4.1491;120.1204;08/12/2017
-2.5779;121.3835;08/12/2017
-4.1688;119.8521;08/12/2017
-2.5729;121.3751;09/12/2017
-2.5707;121.3915;09/12/2017
-2.5779;121.386;09/12/2017
-3.7656;120.1078;10/12/2017
-3.864;122.2231;10/12/2017
-2.8337;122.165;10/12/2017
-3.7902;119.6513;10/12/2017
-5.4626;122.6084;10/12/2017
-4.0025;121.6915;10/12/2017
-4.1373;122.4845;10/12/2017
-4.1812;122.4868;10/12/2017
-3.7551;122.3858;10/12/2017
-3.7768;120.1367;10/12/2017
-3.7824;122.1238;10/12/2017
-3.5114;121.4326;10/12/2017
-3.7438;122.2805;10/12/2017
-3.8529;121.7589;10/12/2017
-3.7811;122.1336;10/12/2017
-3.8515;121.769;10/12/2017
-4.004;121.681;10/12/2017
-2.9545;121.611;10/12/2017
-2.5755;121.3812;10/12/2017
1.4492;125.1955;12/12/2017
-1.6521;121.8603;12/12/2017
-1.6555;121.9095;12/12/2017
-3.9586;121.7893;13/12/2017
-3.9522;121.7969;13/12/2017
-2.5798;121.3674;13/12/2017
-2.5773;121.3841;13/12/2017
-4.0853;122.9544;13/12/2017
-3.9565;121.7835;14/12/2017
-3.9544;121.7761;14/12/2017
-2.5851;121.3698;14/12/2017
-3.9511;121.7768;14/12/2017
-3.9601;121.7781;14/12/2017
-3.9498;121.7859;14/12/2017
-3.959;121.783;14/12/2017
-3.9516;121.7899;14/12/2017
-3.9502;121.7805;14/12/2017
-3.9482;121.7847;15/12/2017
-3.0068;120.2002;15/12/2017
-2.5801;121.3707;15/12/2017
-2.5705;121.3898;15/12/2017
-3.76;120.0173;15/12/2017
-2.568;121.3723;15/12/2017
-2.5827;121.3886;15/12/2017
-3.9602;121.7774;15/12/2017
-3.9474;121.7791;15/12/2017
-4.5031;121.9174;15/12/2017
-4.49;121.9342;15/12/2017
-4.4929;121.9395;15/12/2017
-2.5782;121.391;15/12/2017
-3.9834;121.781;15/12/2017
-3.9818;121.7913;15/12/2017
-3.9605;121.7826;15/12/2017
-3.962;121.7722;15/12/2017
-3.9509;121.7812;15/12/2017
-3.9797;121.7854;15/12/2017
-3.9524;121.7708;15/12/2017
-3.9782;121.7958;15/12/2017
-3.2364;122.1234;15/12/2017
-2.5797;121.3806;15/12/2017
-2.8219;121.1822;15/12/2017
-2.8234;121.1722;15/12/2017
-3.9609;121.7862;16/12/2017
-3.9579;121.7936;16/12/2017
-3.9541;121.7691;16/12/2017
-2.573;121.3714;16/12/2017
-2.5712;121.3841;16/12/2017
-2.582;121.3852;16/12/2017
-3.9654;121.7841;16/12/2017
-3.9525;121.7786;16/12/2017
-3.9635;121.7769;16/12/2017
-3.9656;121.7909;16/12/2017
1.0364;120.8193;17/12/2017
-0.0187;120.04;17/12/2017
-3.9603;121.7807;17/12/2017
-4.0982;120.2354;17/12/2017
-3.9258;119.8;17/12/2017
-3.9704;121.7793;17/12/2017
-3.9587;121.7692;17/12/2017
-3.9641;121.7659;17/12/2017
-3.9937;121.8163;17/12/2017
-3.9924;121.9542;17/12/2017
-3.995;121.9361;17/12/2017
-3.9937;121.9451;17/12/2017
-3.9898;121.5843;17/12/2017
-4.0673;122.5249;17/12/2017
-2.5841;121.3777;17/12/2017
-3.9011;120.2449;17/12/2017
-2.5738;121.3855;17/12/2017
-2.5829;121.3867;17/12/2017
-1.4937;121.9208;17/12/2017
-2.6215;121.6283;17/12/2017
-2.5751;121.3765;17/12/2017
-3.2427;122.3046;17/12/2017
-2.6819;118.8893;17/12/2017
0.5799;120.4047;17/12/2017
-2.5739;121.3781;18/12/2017
-3.9532;121.7738;19/12/2017
-2.5769;121.3751;19/12/2017
-3.9736;121.783;19/12/2017
-3.9825;121.7817;19/12/2017
-2.5782;121.384;19/12/2017
-2.6629;121.7034;19/12/2017
-4.0902;122.1628;19/12/2017
-3.9612;121.7723;19/12/2017
-4.0288;122.1729;19/12/2017
-2.5785;121.3918;19/12/2017
-2.5803;121.3794;19/12/2017
0.34;123.7674;19/12/2017
-0.9779;123.3021;19/12/2017
0.5804;122.4166;19/12/2017
-2.8646;121.5852;19/12/2017
-2.8664;121.5722;19/12/2017
-3.95;121.7777;21/12/2017
-3.9494;121.7633;21/12/2017
-3.9522;121.7806;21/12/2017
-3.9522;121.7418;21/12/2017
-3.9629;121.765;21/12/2017
-3.9552;121.7593;21/12/2017
-1.1689;121.5836;22/12/2017
-2.583;121.3775;23/12/2017
-2.5698;121.3798;23/12/2017
-2.5888;121.3783;23/12/2017
-2.587;121.3746;23/12/2017
1.0442;120.8213;24/12/2017
0.5295;121.0525;24/12/2017
-2.5757;121.3827;24/12/2017
-2.5809;121.3893;24/12/2017
-2.5917;121.6191;24/12/2017
-2.9439;121.5366;24/12/2017
-3.9851;121.7805;24/12/2017
-3.9838;121.7896;24/12/2017
-3.9942;121.7818;24/12/2017
-3.9928;121.7909;24/12/2017
-1.4002;120.7528;24/12/2017
-4.0667;121.9206;24/12/2017
-4.0654;121.9297;24/12/2017
-3.8729;120.2556;24/12/2017
-1.9841;119.3756;24/12/2017
-1.3213;121.2378;24/12/2017
-3.9624;121.7528;24/12/2017
-3.9611;121.7619;24/12/2017
-4.0753;122.0533;24/12/2017
1.0396;120.8219;24/12/2017
0.938;120.7499;26/12/2017
-3.4091;119.3094;26/12/2017
-4.0096;119.6286;26/12/2017
-2.5731;121.379;26/12/2017
-2.8347;122.1641;26/12/2017
-5.1771;119.425;26/12/2017
-5.1758;119.416;26/12/2017
-3.9077;122.1695;26/12/2017
-3.9671;122.1934;26/12/2017
-3.9911;121.7856;26/12/2017
-3.9063;122.1793;26/12/2017
-3.1197;119.6215;26/12/2017
-0.9486;122.7906;26/12/2017
-3.1279;119.616;26/12/2017
-1.1464;121.5359;26/12/2017
-1.1183;121.5324;26/12/2017
-1.145;121.5458;26/12/2017
-3.126;119.6286;26/12/2017
-1.6354;119.3183;26/12/2017
-0.8495;122.9083;26/12/2017
0.6996;120.6727;26/12/2017
0.7046;120.6759;26/12/2017
1.4497;125.1922;28/12/2017
-2.575;121.3887;28/12/2017
-2.5736;121.3795;28/12/2017
-2.5814;121.3769;31/12/2017
-2.5799;121.3873;31/12/2017
-2.6807;118.886;31/12/2017
-2.5829;121.3667;31/12/2017
1.4519;125.1967;01/01/2018
1.4483;125.1855;01/01/2018
-2.5731;121.3732;01/01/2018
-2.5747;121.3785;01/01/2018
0.5612;120.4341;02/01/2018
0.7402;124.312;02/01/2018
0.604;120.3943;02/01/2018
1.0379;120.821;02/01/2018
-1.3034;121.8257;02/01/2018
-2.5784;121.3784;02/01/2018
-4.3177;122.7514;02/01/2018
-4.3189;122.7425;02/01/2018
-1.1506;121.2925;02/01/2018
-1.3743;121.5899;02/01/2018
-1.3756;121.5809;02/01/2018
-1.3461;121.7224;02/01/2018
-4.0375;121.6918;02/01/2018
-1.6108;121.9974;02/01/2018
-1.6121;121.9885;02/01/2018
-4.1618;121.7867;02/01/2018
-1.3372;121.7211;02/01/2018
-1.1828;121.6411;02/01/2018
0.8529;122.7448;02/01/2018
1.449;125.1963;02/01/2018
-2.5844;121.3779;04/01/2018
-2.576;121.3855;04/01/2018
-2.5747;121.3766;04/01/2018
-3.05;122.2693;04/01/2018
-2.5834;121.3734;04/01/2018
-2.8309;122.1561;04/01/2018
-2.1586;121.3577;04/01/2018
-2.5866;121.3716;05/01/2018
-2.5766;121.3875;05/01/2018
-2.5799;121.365;05/01/2018
1.4507;125.2009;06/01/2018
-2.5801;121.3844;06/01/2018
-2.5788;121.3755;06/01/2018
-2.5757;121.393;07/01/2018
-2.5752;121.3847;07/01/2018
1.4481;125.1849;10/01/2018
-2.5774;121.3778;11/01/2018
-2.8307;122.1607;11/01/2018
-2.5865;121.3766;11/01/2018
-4.0911;122.9708;11/01/2018
-2.5816;121.3664;11/01/2018
-3.7105;122.2809;11/01/2018
-2.5801;121.3767;11/01/2018
-2.8361;122.1639;11/01/2018
1.4493;125.1799;11/01/2018
-2.5819;121.3754;15/01/2018
0.4933;120.8228;18/01/2018
-3.898;120.1935;18/01/2018
-3.7925;119.6519;18/01/2018
-4.0099;119.6303;18/01/2018
-2.5817;121.3778;18/01/2018
-2.579;121.3694;22/01/2018
-1.3244;121.2308;22/01/2018
-2.5818;121.3848;22/01/2018
-1.3197;121.236;22/01/2018
-2.5848;121.3635;22/01/2018
-2.5755;121.3785;23/01/2018
-2.5831;121.3851;23/01/2018
-2.5796;121.3612;23/01/2018
-4.517;121.6713;23/01/2018
-2.5774;121.3776;23/01/2018
-2.5793;121.3648;23/01/2018
-2.5879;121.3795;23/01/2018
-3.9591;121.7751;24/01/2018
-3.9648;121.7783;25/01/2018
-2.8282;122.1687;25/01/2018
-4.7481;121.8126;25/01/2018
-4.7501;121.8273;25/01/2018
-3.8028;120.0348;25/01/2018
-2.5797;121.3751;25/01/2018
-3.9675;121.7681;25/01/2018
-3.9597;121.7577;25/01/2018
-4.2397;121.799;25/01/2018
-4.2242;121.778;25/01/2018
-2.842;121.0858;25/01/2018
-2.8407;121.0947;25/01/2018
-2.6549;119.1894;25/01/2018
-3.6983;120.3798;25/01/2018
1.04;120.821;25/01/2018
0.5039;120.7402;25/01/2018
-1.7655;120.7012;25/01/2018
0.5055;122.7601;27/01/2018
-1.3294;122.2809;27/01/2018
1.4499;125.1938;27/01/2018
-0.751;123.1561;27/01/2018
0.5371;123.0629;27/01/2018
-2.5774;121.3739;27/01/2018
-2.5787;121.383;27/01/2018
-1.4091;121.262;27/01/2018
-1.4146;121.2592;27/01/2018
-1.2353;122.527;27/01/2018
-1.5315;120.3523;27/01/2018
-1.3109;121.8086;27/01/2018
-0.872;123.2626;27/01/2018
-1.1903;122.9078;27/01/2018
-4.4825;122.0751;27/01/2018
-1.3265;122.2779;27/01/2018
-1.3592;122.4289;27/01/2018
-4.484;122.0651;27/01/2018
-0.8733;123.2537;27/01/2018
-1.189;122.9167;27/01/2018
-4.4854;122.0551;27/01/2018
-4.4528;122.0811;27/01/2018
-1.234;122.536;27/01/2018
-0.7819;123.1257;27/01/2018
1.0397;120.8252;27/01/2018
-0.8269;122.6779;27/01/2018
-2.5799;121.379;29/01/2018
-3.9266;119.7961;29/01/2018
-1.1247;121.4853;29/01/2018
-1.1225;121.5005;29/01/2018
-5.658;122.5394;29/01/2018
-2.5759;121.3705;29/01/2018
-3.2966;119.6072;29/01/2018
-2.5744;121.3807;29/01/2018
-2.5736;121.3796;29/01/2018
-2.5849;121.3699;31/01/2018
-2.5801;121.3848;31/01/2018
-2.5786;121.375;31/01/2018
-2.5734;121.3815;31/01/2018
-2.5719;121.3717;31/01/2018
1.0437;120.8243;01/02/2018
-0.8648;121.62;01/02/2018
-3.975;121.7826;01/02/2018
-3.9622;121.7844;01/02/2018
-3.9604;121.7714;01/02/2018
-3.9631;121.7907;01/02/2018
-3.9596;121.765;01/02/2018
-2.5793;121.3781;01/02/2018
-3.9699;121.7914;03/02/2018
-3.9497;121.7942;03/02/2018
-3.4068;119.3146;03/02/2018
-3.7877;119.6493;03/02/2018
-3.4013;119.2145;03/02/2018
-3.7967;119.6514;03/02/2018
-3.9682;121.7799;03/02/2018
-5.463;122.6061;03/02/2018
-3.9717;121.79;03/02/2018
-2.5532;121.6078;03/02/2018
-2.552;121.6168;03/02/2018
-3.9729;121.781;03/02/2018
-3.9704;121.7991;03/02/2018
-3.982;121.7823;03/02/2018
-3.9807;121.7913;03/02/2018
-4.0104;121.6479;03/02/2018
-2.5862;120.9227;03/02/2018
-4.0091;121.6569;03/02/2018
-3.837;120.2152;03/02/2018
-3.8246;120.2341;03/02/2018
-3.8261;120.224;03/02/2018
-4.4829;122.0107;03/02/2018
-4.4842;122.0017;03/02/2018
-0.8637;121.6464;03/02/2018
-1.2902;121.2392;03/02/2018
-1.3275;121.2354;03/02/2018
-0.3755;119.9837;03/02/2018
-1.3288;121.2265;03/02/2018
-1.0239;121.494;03/02/2018
-1.0227;121.5029;03/02/2018
-1.5162;121.5293;03/02/2018
-1.3108;121.2237;03/02/2018
-2.5772;121.3838;03/02/2018
-2.5904;121.3468;04/02/2018
-2.5828;121.3823;04/02/2018
-2.577;121.3881;04/02/2018
-2.58;121.3665;04/02/2018
-3.9626;121.795;05/02/2018
-4.0841;122.0604;05/02/2018
-4.162;122.0887;05/02/2018
-4.5621;121.9274;05/02/2018
-3.9612;121.7861;05/02/2018
-4.5456;120.3238;05/02/2018
-5.2241;119.4444;05/02/2018
-3.9715;121.7937;05/02/2018
-3.9702;121.7848;05/02/2018
-3.9573;121.7594;05/02/2018
-3.9069;122.4197;05/02/2018
-3.9639;121.8039;05/02/2018
-3.992;121.948;05/02/2018
-3.8561;120.1154;05/02/2018
-3.9662;121.7865;05/02/2018
-2.5825;121.3732;05/02/2018
-2.5808;121.3857;05/02/2018
-3.9901;121.9613;05/02/2018
-4.5033;122.0786;05/02/2018
-3.983;121.7817;05/02/2018
-3.9708;121.7928;05/02/2018
-3.9725;121.7802;05/02/2018
-3.9767;121.788;05/02/2018
0.5439;121.6828;05/02/2018
0.3367;123.4943;05/02/2018
0.5423;121.6718;05/02/2018
-3.95;121.7833;06/02/2018
-3.9636;121.7854;06/02/2018
-3.9613;121.7701;06/02/2018
-3.957;121.7769;07/02/2018
-2.5815;121.3619;07/02/2018
-2.5885;121.3672;07/02/2018
-2.5785;121.3832;07/02/2018
0.4959;124.4511;07/02/2018
0.4943;124.4445;07/02/2018
-3.9553;121.7838;08/02/2018
-3.9571;121.7709;08/02/2018
-3.9517;121.7626;08/02/2018
-3.9497;121.7755;08/02/2018
-3.959;121.7579;08/02/2018
-3.9623;121.7642;08/02/2018
-3.9604;121.7771;08/02/2018
-3.9584;121.79;08/02/2018
-3.9465;121.7693;08/02/2018
-3.9534;121.7967;08/02/2018
-3.9446;121.7822;08/02/2018
-2.5813;121.3704;09/02/2018
-2.5766;121.3648;09/02/2018
-3.9559;121.7982;09/02/2018
-4.001;121.7771;09/02/2018
-3.9986;121.7729;09/02/2018
-3.9644;121.7683;09/02/2018
-3.9473;121.7667;09/02/2018
-3.9612;121.7604;09/02/2018
-3.9879;121.8;09/02/2018
-3.9893;121.7896;09/02/2018
-3.983;121.8021;09/02/2018
-3.9842;121.7963;09/02/2018
-3.9621;121.7684;10/02/2018
-4.6349;120.2173;10/02/2018
-4.5473;120.3194;10/02/2018
-4.2673;120.3436;10/02/2018
-3.9544;121.758;10/02/2018
-2.5841;121.3676;10/02/2018
-3.9634;121.7593;10/02/2018
-3.9531;121.7671;10/02/2018
1.4497;125.1921;12/02/2018
-2.5874;121.3528;13/02/2018
-2.5828;121.3834;13/02/2018
-2.5854;121.3607;13/02/2018
-2.5779;121.3763;14/02/2018
-3.9554;121.7727;14/02/2018
-3.904;122.4183;14/02/2018
-1.1081;121.4564;14/02/2018
-4.4778;122.0225;14/02/2018
-4.4801;122.0063;14/02/2018
-1.2186;121.6482;14/02/2018
-2.5859;121.3728;14/02/2018
-1.267;121.7101;14/02/2018
-1.2919;121.6985;14/02/2018
-1.2163;121.664;14/02/2018
0.4895;121.0848;14/02/2018
0.4917;121.1004;14/02/2018
-2.5793;121.386;15/02/2018
-2.5891;121.3591;15/02/2018
-2.5818;121.3691;15/02/2018
-2.5865;121.3758;15/02/2018
-1.2852;121.7317;16/02/2018
-3.7638;120.1048;16/02/2018
1.4455;125.1794;16/02/2018
1.455;124.8372;17/02/2018
1.039;120.8204;17/02/2018
-1.437;120.3153;17/02/2018
-2.5829;121.3767;17/02/2018
-3.9656;121.7934;18/02/2018
-3.9588;121.7764;18/02/2018
1.3147;124.915;19/02/2018
0.739;124.3101;19/02/2018
-1.3957;120.7531;21/02/2018
-4.1773;121.6168;21/02/2018
-3.9001;122.4222;21/02/2018
-3.7951;119.6543;21/02/2018
-2.485;119.5067;21/02/2018
-2.5815;121.3661;22/02/2018
-2.5876;121.4091;22/02/2018
-5.4691;122.6061;22/02/2018
-2.5845;121.359;22/02/2018
-2.5811;121.3815;22/02/2018
-2.5777;121.3844;23/02/2018
0.6489;122.5758;23/02/2018
-0.9969;121.72;23/02/2018
-1.3468;123.3807;23/02/2018
-0.9943;121.7384;23/02/2018
-0.9946;121.7321;23/02/2018
-2.5788;121.3592;24/02/2018
-2.5756;121.3895;24/02/2018
-2.5821;121.3831;24/02/2018
-2.5721;121.3658;24/02/2018
-3.9595;121.7878;25/02/2018
-3.7999;120.2439;26/02/2018
-2.7586;121.1133;26/02/2018
0.5178;120.3943;26/02/2018
-2.8362;122.1613;26/02/2018
-2.577;121.3918;26/02/2018
-2.5736;121.3674;26/02/2018
-2.5754;121.375;27/02/2018
-1.2439;122.5885;27/02/2018
-2.58;121.3808;27/02/2018
-1.4448;120.9694;28/02/2018
-2.6855;118.8762;28/02/2018
0.9633;122.4554;28/02/2018
-1.2325;121.5891;28/02/2018
-2.5793;121.3726;02/03/2018
-4.5475;120.3203;02/03/2018
-3.9073;122.4204;02/03/2018
-2.5808;121.3825;02/03/2018
-2.5796;121.3814;02/03/2018
-2.5819;121.3651;02/03/2018
-2.5836;121.3721;02/03/2018
-2.5821;121.3824;02/03/2018
-2.5742;121.3706;02/03/2018
-2.5771;121.3676;04/03/2018
-2.5794;121.383;04/03/2018
-3.9715;121.7609;04/03/2018
-3.9675;121.7892;04/03/2018
-3.9692;121.7677;04/03/2018
-3.9927;121.7878;05/03/2018
-3.8709;120.021;05/03/2018
-3.911;119.6787;05/03/2018
-5.5732;120.4042;05/03/2018
-2.8347;122.159;05/03/2018
-2.574;121.3726;05/03/2018
-2.5802;121.3801;05/03/2018
-3.7639;120.1374;07/03/2018
-3.8138;120.0603;07/03/2018
-2.2183;121.5705;07/03/2018
-2.5945;121.365;08/03/2018
-2.5813;121.3707;08/03/2018
0.6997;122.5485;09/03/2018
0.5074;122.7264;09/03/2018
0.6526;122.4904;09/03/2018
0.7241;122.5066;09/03/2018
-2.5823;121.3783;09/03/2018
-3.9065;122.4229;09/03/2018
-3.7804;120.0475;09/03/2018
-3.7877;120.0433;09/03/2018
-3.7781;120.0644;09/03/2018
-3.7853;120.0601;09/03/2018
-1.7019;119.9395;09/03/2018
0.595;122.1144;09/03/2018
-1.7059;119.9325;09/03/2018
0.5935;122.1037;09/03/2018
0.5906;120.4014;09/03/2018
0.5927;120.416;09/03/2018
0.5798;120.4033;09/03/2018
0.5818;120.4167;09/03/2018
-5.5627;120.0888;10/03/2018
-3.7903;120.0544;10/03/2018
-3.01;120.1961;10/03/2018
1.4479;125.1858;11/03/2018
-3.0052;120.1842;11/03/2018
-2.5898;121.3722;11/03/2018
-2.5834;121.3765;11/03/2018
-3.0043;120.1906;11/03/2018
0.4546;124.1586;11/03/2018
0.5219;122.7087;11/03/2018
0.4442;124.1594;11/03/2018
-0.4009;119.9964;12/03/2018
-0.4036;120.0146;12/03/2018
0.5131;120.368;16/03/2018
0.5599;120.6286;16/03/2018
-2.9966;120.1857;17/03/2018
1.5425;124.8989;18/03/2018
1.5412;124.9079;18/03/2018
-1.0139;121.5083;18/03/2018
1.5385;124.8995;18/03/2018
-0.2679;119.9747;18/03/2018
-0.4269;119.9667;18/03/2018
-0.4228;119.9882;18/03/2018
-0.4253;119.9709;18/03/2018
-0.4243;119.9841;18/03/2018
0.8398;120.7597;18/03/2018
-0.1901;119.9801;18/03/2018
-2.5717;121.3751;18/03/2018
-2.573;121.3843;18/03/2018
-2.5808;121.3738;18/03/2018
-0.4172;119.9949;18/03/2018
-2.5825;121.3808;19/03/2018
-2.6513;121.2975;19/03/2018
-3.7693;120.1132;19/03/2018
-2.6631;121.2994;19/03/2018
-2.585;121.364;19/03/2018
-2.4611;119.4822;19/03/2018
-2.5749;121.3852;20/03/2018
-2.5865;121.3831;20/03/2018
-5.4656;122.6058;20/03/2018
-5.4666;122.6077;20/03/2018
-2.5852;121.356;20/03/2018
-3.9705;121.778;20/03/2018
-3.9554;121.7756;20/03/2018
-2.5851;121.3792;20/03/2018
-3.7672;120.1131;20/03/2018
-2.589;121.3518;20/03/2018
-2.5815;121.3835;20/03/2018
-2.5781;121.3785;20/03/2018
1.0384;120.8225;21/03/2018
-0.2348;119.9625;21/03/2018
-3.7671;120.25;21/03/2018
-4.5938;121.9417;21/03/2018
-3.9072;122.4169;21/03/2018
-2.2475;119.1752;21/03/2018
-3.8493;120.007;21/03/2018
1.4576;124.8393;21/03/2018
-3.9067;122.42;23/03/2018
-3.8556;120.2444;23/03/2018
-3.9069;122.4208;23/03/2018
-3.8542;120.2544;23/03/2018
-2.5818;121.3837;23/03/2018
-2.5831;121.3747;23/03/2018
-1.5082;122.2544;23/03/2018
-1.3216;121.8251;23/03/2018
-1.9421;120.8989;23/03/2018
0.5309;123.0622;25/03/2018
-3.9677;121.7938;28/03/2018
-2.574;121.3698;28/03/2018
-3.9641;121.7677;28/03/2018
-2.582;121.376;28/03/2018
-2.5774;121.3941;28/03/2018
-2.5796;121.3771;28/03/2018
-3.9646;121.7685;28/03/2018
-2.5815;121.3643;28/03/2018
-3.8021;120.0658;30/03/2018
-2.5844;121.3766;30/03/2018
-2.5857;121.3675;30/03/2018
1.542;124.9023;01/04/2018
-2.5796;121.3761;01/04/2018
-2.581;121.3853;01/04/2018
-4.5682;121.9563;01/04/2018
-3.899;122.4204;01/04/2018
-3.9086;122.419;01/04/2018
-4.162;121.9935;01/04/2018
-3.9085;122.422;01/04/2018
-3.7757;122.1259;01/04/2018
-1.3878;121.5819;01/04/2018
-2.5846;121.3733;01/04/2018
-2.4748;120.3338;01/04/2018
-0.9681;122.7825;01/04/2018
-1.4288;123.2317;01/04/2018
-2.5832;121.3834;01/04/2018
0.3068;120.1433;01/04/2018
-2.4764;120.322;01/04/2018
-1.4883;123.3913;01/04/2018
1.04;120.8204;03/04/2018
-3.9059;122.4255;03/04/2018
-2.5798;121.3729;03/04/2018
-4.5192;121.9015;03/04/2018
1.4466;125.1842;03/04/2018
-0.3489;119.9563;03/04/2018
-2.5883;121.383;04/04/2018
-2.5765;121.3806;04/04/2018
-2.5837;121.3766;04/04/2018
-2.5731;121.377;05/04/2018
-2.5847;121.3749;05/04/2018
-2.5828;121.385;05/04/2018
-2.5805;121.3699;05/04/2018
-1.2105;122.9529;05/04/2018
-3.9625;121.7622;05/04/2018
-0.0662;120.0023;06/04/2018
-0.0681;120.0152;06/04/2018
-2.5784;121.3867;06/04/2018
-2.5795;121.3625;06/04/2018
-4.0103;119.6293;06/04/2018
-2.582;121.3805;06/04/2018
-3.7933;119.65;06/04/2018
